Code INSEE;Commune;Nombre de personnes;Lieu de travail;Sexe;Mode de transport;Code EPCI;Nom de l'EPCI;Nom du département;Nom de la région
97419;Sainte-Rose;208;Autre commune du département de résidence;Femmes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97417;Saint-Philippe;348;Autre commune du département de résidence;Hommes;Voiture, camion, fourgonnette;249740085;CA du Sud;LA REUNION;LA REUNION
97422;Le Tampon;518;Commune de résidence;Femmes;Pas de transport;249740085;CA du Sud;LA REUNION;LA REUNION
97415;Saint-Paul;618;Autre commune du département de résidence;Hommes;Deux roues;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97403;Entre-Deux;11;Autre commune du département de résidence;Femmes;Transports en commun;249740085;CA du Sud;LA REUNION;LA REUNION
97418;Sainte-Marie;28;Autre commune du département de résidence;Femmes;Deux roues;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97405;Petite-Île;27;Commune de résidence;Femmes;Transports en commun;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97418;Sainte-Marie;2;Autre (Dom, Com, étranger);Hommes;Voiture, camion, fourgonnette;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97410;Saint-Benoît;131;Commune de résidence;Hommes;Transports en commun;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97410;Saint-Benoît;3;Autre (Dom, Com, étranger);Hommes;Pas de transport;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97412;Saint-Joseph;135;Commune de résidence;Femmes;Transports en commun;249740085;CA du Sud;LA REUNION;LA REUNION
97409;Saint-André;179;Autre commune du département de résidence;Hommes;Deux roues;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97424;Cilaos;45;Autre commune du département de résidence;Femmes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97404;L'Étang-Salé;13;Autre commune du département de résidence;Femmes;Deux roues;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97416;Saint-Pierre;7264;Commune de résidence;Hommes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97413;Saint-Leu;113;Autre commune du département de résidence;Hommes;Transports en commun;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97412;Saint-Joseph;1093;Autre commune du département de résidence;Femmes;Voiture, camion, fourgonnette;249740085;CA du Sud;LA REUNION;LA REUNION
97406;La Plaine-des-Palmistes;285;Commune de résidence;Hommes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97403;Entre-Deux;166;Commune de résidence;Femmes;Marche à pied;249740085;CA du Sud;LA REUNION;LA REUNION
97413;Saint-Leu;15;Autre commune du département de résidence;Femmes;Deux roues;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97409;Saint-André;15;Autre région en France métropolitaine;Hommes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97416;Saint-Pierre;38;Autre commune du département de résidence;Femmes;Marche à pied;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97424;Cilaos;144;Autre commune du département de résidence;Hommes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97421;Salazie;14;Autre commune du département de résidence;Hommes;Transports en commun;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97420;Sainte-Suzanne;101;Commune de résidence;Hommes;Pas de transport;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97416;Saint-Pierre;879;Commune de résidence;Hommes;Deux roues;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97423;Les Trois-Bassins;5;Autre région en France métropolitaine;Hommes;Voiture, camion, fourgonnette;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97418;Sainte-Marie;1988;Commune de résidence;Hommes;Voiture, camion, fourgonnette;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97401;Les Avirons;118;Commune de résidence;Femmes;Pas de transport;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97420;Sainte-Suzanne;2456;Autre commune du département de résidence;Hommes;Voiture, camion, fourgonnette;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97403;Entre-Deux;16;Commune de résidence;Hommes;Pas de transport;249740085;CA du Sud;LA REUNION;LA REUNION
97422;Le Tampon;5;Autre région en France métropolitaine;Femmes;Pas de transport;249740085;CA du Sud;LA REUNION;LA REUNION
97415;Saint-Paul;10;Autre région en France métropolitaine;Femmes;Transports en commun;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97413;Saint-Leu;2;Autre (Dom, Com, étranger);Femmes;Deux roues;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97415;Saint-Paul;717;Commune de résidence;Hommes;Deux roues;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97404;L'Étang-Salé;3;Autre (Dom, Com, étranger);Femmes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97411;Saint-Denis;13;Autre région en France métropolitaine;Hommes;Transports en commun;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97407;Le Port;618;Commune de résidence;Femmes;Marche à pied;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97418;Sainte-Marie;6;Autre région en France métropolitaine;Hommes;Pas de transport;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97422;Le Tampon;35;Autre région en France métropolitaine;Hommes;Voiture, camion, fourgonnette;249740085;CA du Sud;LA REUNION;LA REUNION
97404;L'Étang-Salé;3;Autre région en France métropolitaine;Femmes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97408;La Possession;63;Commune de résidence;Hommes;Transports en commun;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97416;Saint-Pierre;1068;Commune de résidence;Hommes;Marche à pied;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97417;Saint-Philippe;144;Commune de résidence;Hommes;Marche à pied;249740085;CA du Sud;LA REUNION;LA REUNION
97412;Saint-Joseph;8;Autre commune du département de résidence;Hommes;Pas de transport;249740085;CA du Sud;LA REUNION;LA REUNION
97411;Saint-Denis;3228;Autre commune du département de résidence;Femmes;Voiture, camion, fourgonnette;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97408;La Possession;60;Autre commune du département de résidence;Hommes;Marche à pied;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97411;Saint-Denis;14239;Commune de résidence;Femmes;Voiture, camion, fourgonnette;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97411;Saint-Denis;1753;Commune de résidence;Hommes;Deux roues;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97410;Saint-Benoît;399;Commune de résidence;Hommes;Marche à pied;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97402;Bras-Panon;53;Autre commune du département de résidence;Femmes;Transports en commun;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97412;Saint-Joseph;13;Autre commune du département de résidence;Femmes;Deux roues;249740085;CA du Sud;LA REUNION;LA REUNION
97403;Entre-Deux;36;Commune de résidence;Hommes;Deux roues;249740085;CA du Sud;LA REUNION;LA REUNION
97408;La Possession;132;Autre commune du département de résidence;Femmes;Transports en commun;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97418;Sainte-Marie;1571;Commune de résidence;Femmes;Voiture, camion, fourgonnette;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97419;Sainte-Rose;437;Commune de résidence;Hommes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97401;Les Avirons;21;Commune de résidence;Hommes;Deux roues;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97418;Sainte-Marie;140;Autre commune du département de résidence;Hommes;Transports en commun;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97420;Sainte-Suzanne;2;Autre commune du département de résidence;Femmes;Marche à pied;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97411;Saint-Denis;25;Autre région en France métropolitaine;Femmes;Transports en commun;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97422;Le Tampon;106;Autre commune du département de résidence;Hommes;Transports en commun;249740085;CA du Sud;LA REUNION;LA REUNION
97421;Salazie;10;Commune de résidence;Hommes;Deux roues;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97409;Saint-André;10;Autre région en France métropolitaine;Hommes;Deux roues;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97414;Saint-Louis;145;Autre commune du département de résidence;Hommes;Transports en commun;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97424;Cilaos;5;Autre commune du département de résidence;Femmes;Marche à pied;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97411;Saint-Denis;49;Autre commune du département de résidence;Femmes;Marche à pied;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97412;Saint-Joseph;8;Autre région en France métropolitaine;Hommes;Voiture, camion, fourgonnette;249740085;CA du Sud;LA REUNION;LA REUNION
97406;La Plaine-des-Palmistes;525;Autre commune du département de résidence;Hommes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97403;Entre-Deux;20;Commune de résidence;Hommes;Transports en commun;249740085;CA du Sud;LA REUNION;LA REUNION
97417;Saint-Philippe;199;Commune de résidence;Femmes;Voiture, camion, fourgonnette;249740085;CA du Sud;LA REUNION;LA REUNION
97410;Saint-Benoît;33;Commune de résidence;Femmes;Deux roues;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97413;Saint-Leu;422;Commune de résidence;Femmes;Marche à pied;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97422;Le Tampon;5;Autre région en France métropolitaine;Hommes;Transports en commun;249740085;CA du Sud;LA REUNION;LA REUNION
97413;Saint-Leu;15;Commune de résidence;Femmes;Deux roues;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97408;La Possession;12;Autre commune du département de résidence;Femmes;Pas de transport;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97401;Les Avirons;1157;Autre commune du département de résidence;Hommes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97404;L'Étang-Salé;3;Autre commune du département de résidence;Hommes;Pas de transport;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97415;Saint-Paul;1168;Commune de résidence;Femmes;Marche à pied;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97424;Cilaos;35;Commune de résidence;Hommes;Pas de transport;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97408;La Possession;1495;Commune de résidence;Femmes;Voiture, camion, fourgonnette;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97421;Salazie;36;Commune de résidence;Hommes;Pas de transport;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97404;L'Étang-Salé;10;Commune de résidence;Femmes;Deux roues;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97423;Les Trois-Bassins;125;Commune de résidence;Femmes;Marche à pied;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97408;La Possession;88;Autre commune du département de résidence;Hommes;Transports en commun;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97414;Saint-Louis;211;Commune de résidence;Hommes;Pas de transport;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97402;Bras-Panon;370;Commune de résidence;Femmes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97416;Saint-Pierre;8;Autre (Dom, Com, étranger);Hommes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97421;Salazie;6;Autre commune du département de résidence;Hommes;Deux roues;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97419;Sainte-Rose;5;Commune de résidence;Hommes;Transports en commun;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97409;Saint-André;156;Autre commune du département de résidence;Femmes;Transports en commun;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97412;Saint-Joseph;3;Autre (Dom, Com, étranger);Hommes;Transports en commun;249740085;CA du Sud;LA REUNION;LA REUNION
97412;Saint-Joseph;3;Autre commune du département de résidence;Femmes;Marche à pied;249740085;CA du Sud;LA REUNION;LA REUNION
97422;Le Tampon;246;Commune de résidence;Femmes;Transports en commun;249740085;CA du Sud;LA REUNION;LA REUNION
97402;Bras-Panon;104;Commune de résidence;Hommes;Deux roues;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97405;Petite-Île;65;Commune de résidence;Hommes;Marche à pied;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97408;La Possession;138;Commune de résidence;Femmes;Transports en commun;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97411;Saint-Denis;5;Autre région en France métropolitaine;Hommes;Marche à pied;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97404;L'Étang-Salé;91;Commune de résidence;Femmes;Pas de transport;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97404;L'Étang-Salé;197;Commune de résidence;Femmes;Marche à pied;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97420;Sainte-Suzanne;88;Autre commune du département de résidence;Hommes;Transports en commun;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97403;Entre-Deux;5;Autre région en France métropolitaine;Hommes;Marche à pied;249740085;CA du Sud;LA REUNION;LA REUNION
97405;Petite-Île;30;Commune de résidence;Hommes;Pas de transport;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97423;Les Trois-Bassins;20;Autre commune du département de résidence;Femmes;Marche à pied;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97423;Les Trois-Bassins;10;Autre commune du département de résidence;Hommes;Marche à pied;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97422;Le Tampon;23;Autre commune du département de résidence;Femmes;Deux roues;249740085;CA du Sud;LA REUNION;LA REUNION
97423;Les Trois-Bassins;5;Autre région en France métropolitaine;Femmes;Voiture, camion, fourgonnette;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97416;Saint-Pierre;5;Autre région en France métropolitaine;Femmes;Transports en commun;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97405;Petite-Île;7;Commune de résidence;Hommes;Transports en commun;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97411;Saint-Denis;5;Autre (Dom, Com, étranger);Femmes;Pas de transport;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97419;Sainte-Rose;5;Autre commune du département de résidence;Hommes;Marche à pied;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97406;La Plaine-des-Palmistes;45;Commune de résidence;Femmes;Pas de transport;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97402;Bras-Panon;3;Autre commune du département de résidence;Hommes;Marche à pied;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97404;L'Étang-Salé;18;Commune de résidence;Hommes;Transports en commun;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97405;Petite-Île;2;Autre région en France métropolitaine;Hommes;Transports en commun;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97408;La Possession;390;Autre commune du département de résidence;Hommes;Deux roues;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97416;Saint-Pierre;8;Autre commune du département de résidence;Hommes;Pas de transport;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97414;Saint-Louis;40;Autre région en France métropolitaine;Hommes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97421;Salazie;10;Autre commune du département de résidence;Femmes;Marche à pied;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97410;Saint-Benoît;140;Commune de résidence;Hommes;Deux roues;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97411;Saint-Denis;58;Autre région en France métropolitaine;Hommes;Voiture, camion, fourgonnette;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97414;Saint-Louis;143;Autre commune du département de résidence;Femmes;Transports en commun;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97410;Saint-Benoît;13;Autre commune du département de résidence;Femmes;Pas de transport;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97410;Saint-Benoît;471;Commune de résidence;Femmes;Marche à pied;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97415;Saint-Paul;5;Autre région en France métropolitaine;Hommes;Pas de transport;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97422;Le Tampon;3;Autre région en France métropolitaine;Femmes;Transports en commun;249740085;CA du Sud;LA REUNION;LA REUNION
97409;Saint-André;259;Commune de résidence;Femmes;Pas de transport;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97421;Salazie;325;Commune de résidence;Femmes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97413;Saint-Leu;2147;Commune de résidence;Hommes;Voiture, camion, fourgonnette;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97401;Les Avirons;51;Autre commune du département de résidence;Hommes;Deux roues;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97423;Les Trois-Bassins;165;Commune de résidence;Femmes;Voiture, camion, fourgonnette;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97413;Saint-Leu;271;Commune de résidence;Hommes;Marche à pied;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97409;Saint-André;8;Autre commune du département de résidence;Femmes;Pas de transport;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97419;Sainte-Rose;56;Commune de résidence;Hommes;Pas de transport;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97421;Salazie;167;Commune de résidence;Hommes;Marche à pied;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97413;Saint-Leu;171;Commune de résidence;Hommes;Deux roues;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97420;Sainte-Suzanne;177;Commune de résidence;Hommes;Marche à pied;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97403;Entre-Deux;238;Commune de résidence;Hommes;Voiture, camion, fourgonnette;249740085;CA du Sud;LA REUNION;LA REUNION
97409;Saint-André;15;Autre région en France métropolitaine;Femmes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97410;Saint-Benoît;1363;Autre commune du département de résidence;Femmes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97415;Saint-Paul;1018;Commune de résidence;Hommes;Marche à pied;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97402;Bras-Panon;491;Commune de résidence;Hommes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97417;Saint-Philippe;164;Autre commune du département de résidence;Femmes;Voiture, camion, fourgonnette;249740085;CA du Sud;LA REUNION;LA REUNION
97408;La Possession;2;Autre région en France métropolitaine;Hommes;Transports en commun;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97415;Saint-Paul;676;Commune de résidence;Femmes;Pas de transport;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97402;Bras-Panon;81;Commune de résidence;Femmes;Pas de transport;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
