Période (Trimestre);Date;Catégorie;Tranche d'âge;Nb moyen demandeur emploi;Nb moyen demandeur emploi Homme;Nb moyen demandeur emploi Femme;Différence Nb demandeur emploi trimestre précédent;Nb moyen entrées;Nb moyen sorties;Nb moyen demandeur emploi longue durée;Code Officiel Département;Nom Officiel Département;Code Officiel Région;Nom Officiel Région;Code Iso 3166-3 Zone
2012-T4;2012-10;ABC;Indifférent;147900;72180;75720;4270.0;11050.0;9380.0;76630.0;974;Réunion;04;La Réunion;REU
2016-T4;2016-10;ABC;Indifférent;161390;78180;83210;1610.0;11100.0;10870.0;87300.0;974;Réunion;04;La Réunion;REU
2000-T3;2000-07;B;Indifférent;2720;;;-260.0;;;;974;Réunion;04;La Réunion;REU
2004-T2;2004-04;B;Indifférent;4950;;;240.0;;;;974;Réunion;04;La Réunion;REU
2008-T4;2008-10;B;Indifférent;5790;;;30.0;;;;974;Réunion;04;La Réunion;REU
2014-T3;2014-07;B;Indifférent;9290;;;-120.0;;;;974;Réunion;04;La Réunion;REU
2018-T4;2018-10;B;Indifférent;12740;;;230.0;;;;974;Réunion;04;La Réunion;REU
2019-T3;2019-07;B;Indifférent;12410;;;-60.0;;;;974;Réunion;04;La Réunion;REU
2001-T1;2001-01;C;Indifférent;5100;;;160.0;;;;974;Réunion;04;La Réunion;REU
2005-T4;2005-10;C;Indifférent;6140;;;20.0;;;;974;Réunion;04;La Réunion;REU
2008-T1;2008-01;C;Indifférent;6400;;;110.0;;;;974;Réunion;04;La Réunion;REU
2018-T2;2018-04;C;Indifférent;15970;;;770.0;;;;974;Réunion;04;La Réunion;REU
2019-T4;2019-10;C;Indifférent;16570;;;-170.0;;;;974;Réunion;04;La Réunion;REU
1996-T3;1996-07;D;Indifférent;2920;;;-660.0;;;;974;Réunion;04;La Réunion;REU
2003-T1;2003-01;D;Indifférent;3930;;;790.0;;;;974;Réunion;04;La Réunion;REU
2015-T3;2015-07;D;Indifférent;3500;;;-190.0;;;;974;Réunion;04;La Réunion;REU
2018-T1;2018-01;D;Indifférent;4520;;;-10.0;;;;974;Réunion;04;La Réunion;REU
1999-T3;1999-07;E;Indifférent;4450;;;-290.0;;;;974;Réunion;04;La Réunion;REU
2003-T4;2003-10;E;Indifférent;7520;;;830.0;;;;974;Réunion;04;La Réunion;REU
2018-T3;2018-07;E;Indifférent;9170;;;-1140.0;;;;974;Réunion;04;La Réunion;REU
2019-T3;2019-07;E;Indifférent;10940;;;720.0;;;;974;Réunion;04;La Réunion;REU
1996-T1;1996-01;ABC;Entre 25 et 49 ans;67880;;;;;;;974;Réunion;04;La Réunion;REU
2001-T1;2001-01;ABC;Entre 25 et 49 ans;85600;;;-110.0;;;;974;Réunion;04;La Réunion;REU
2010-T4;2010-10;ABC;Entre 25 et 49 ans;88560;;;2250.0;;;;974;Réunion;04;La Réunion;REU
2013-T3;2013-07;ABC;Entre 25 et 49 ans;100340;;;-230.0;;;;974;Réunion;04;La Réunion;REU
2015-T2;2015-04;ABC;Entre 25 et 49 ans;101060;;;1300.0;;;;974;Réunion;04;La Réunion;REU
2020-T1;2020-01;ABC;Entre 25 et 49 ans;95170;;;-1590.0;;;;974;Réunion;04;La Réunion;REU
2004-T4;2004-10;ABC;Moins de 25 ans;20650;;;-90.0;;;;974;Réunion;04;La Réunion;REU
1998-T2;1998-04;A;Indifférent;107370;;;-1080.0;;;;974;Réunion;04;La Réunion;REU
1999-T3;1999-07;A;Indifférent;109270;;;-790.0;;;;974;Réunion;04;La Réunion;REU
2006-T4;2006-10;A;Indifférent;79840;;;-1510.0;;;;974;Réunion;04;La Réunion;REU
2001-T3;2001-07;ABC;Plus de 50 ans;8390;;;100.0;;;;974;Réunion;04;La Réunion;REU
2004-T3;2004-07;ABC;Plus de 50 ans;8720;;;130.0;;;;974;Réunion;04;La Réunion;REU
2002-T2;2002-04;ABC;Indifférent;116980;57970;59010;-1030.0;9720.0;9690.0;54040.0;974;Réunion;04;La Réunion;REU
2004-T1;2004-01;ABC;Indifférent;103000;51140;51870;-1680.0;10460.0;10840.0;43390.0;974;Réunion;04;La Réunion;REU
2005-T1;2005-01;ABC;Indifférent;102910;50530;52380;580.0;9330.0;9640.0;43110.0;974;Réunion;04;La Réunion;REU
2005-T2;2005-04;ABC;Indifférent;100970;49400;51570;-1940.0;9260.0;9420.0;43360.0;974;Réunion;04;La Réunion;REU
2007-T1;2007-01;ABC;Indifférent;89630;42370;47260;-1860.0;9370.0;9560.0;42170.0;974;Réunion;04;La Réunion;REU
2012-T3;2012-07;ABC;Indifférent;143650;69710;73940;3600.0;10670.0;9480.0;74580.0;974;Réunion;04;La Réunion;REU
1999-T2;1999-04;ABC;Plus de 50 ans;7660;;;160.0;;;;974;Réunion;04;La Réunion;REU
2000-T1;2000-01;ABC;Plus de 50 ans;7840;;;-100.0;;;;974;Réunion;04;La Réunion;REU
2012-T2;2012-04;ABC;Plus de 50 ans;22610;;;910.0;;;;974;Réunion;04;La Réunion;REU
2018-T4;2018-10;ABC;Plus de 50 ans;45610;;;240.0;;;;974;Réunion;04;La Réunion;REU
2020-T1;2020-01;ABC;Plus de 50 ans;46410;;;0.0;;;;974;Réunion;04;La Réunion;REU
2004-T2;2004-04;ABC;Entre 25 et 49 ans;73600;;;-230.0;;;;974;Réunion;04;La Réunion;REU
2010-T1;2010-01;ABC;Entre 25 et 49 ans;82040;;;2820.0;;;;974;Réunion;04;La Réunion;REU
2000-T3;2000-07;ABC;Indifférent;116250;57810;58440;-550.0;8860.0;8470.0;53580.0;974;Réunion;04;La Réunion;REU
2010-T1;2010-01;ABC;Indifférent;118860;59300;59570;4470.0;12000.0;10540.0;50330.0;974;Réunion;04;La Réunion;REU
2002-T2;2002-04;ABC;Indifférent;116920;57940;58980;-1000.0;9730.0;9720.0;54010.0;974;Réunion;04;La Réunion;REU
2002-T4;2002-10;ABC;Indifférent;113410;56910;56500;-2030.0;9950.0;10150.0;50040.0;974;Réunion;04;La Réunion;REU
2004-T4;2004-10;ABC;Indifférent;102320;50260;52060;-390.0;9820.0;9440.0;42320.0;974;Réunion;04;La Réunion;REU
2011-T3;2011-07;ABC;Indifférent;135450;65730;69710;1700.0;11190.0;10480.0;68700.0;974;Réunion;04;La Réunion;REU
2018-T2;2018-04;ABC;Indifférent;168040;81340;86700;2680.0;11890.0;10660.0;93020.0;974;Réunion;04;La Réunion;REU
2020-T2;2020-04;ABC;Indifférent;164240;79150;85090;3040.0;9070.0;7680.0;97970.0;974;Réunion;04;La Réunion;REU
2015-T3;2015-07;ABC;Moins de 25 ans;22890;;;-370.0;;;;974;Réunion;04;La Réunion;REU
1999-T4;1999-10;A;Indifférent;109070;;;-200.0;;;;974;Réunion;04;La Réunion;REU
2013-T2;2013-04;A;Indifférent;134450;;;1660.0;;;;974;Réunion;04;La Réunion;REU
2019-T1;2019-01;A;Indifférent;138900;;;-360.0;;;;974;Réunion;04;La Réunion;REU
1998-T1;1998-01;B;Indifférent;1930;;;310.0;;;;974;Réunion;04;La Réunion;REU
1998-T4;1998-10;B;Indifférent;2090;;;180.0;;;;974;Réunion;04;La Réunion;REU
2002-T3;2002-07;B;Indifférent;4390;;;260.0;;;;974;Réunion;04;La Réunion;REU
2002-T4;2002-10;B;Indifférent;4400;;;10.0;;;;974;Réunion;04;La Réunion;REU
2006-T4;2006-10;B;Indifférent;5750;;;170.0;;;;974;Réunion;04;La Réunion;REU
2018-T3;2018-07;B;Indifférent;12510;;;-40.0;;;;974;Réunion;04;La Réunion;REU
1998-T3;1998-07;C;Indifférent;1000;;;-1730.0;;;;974;Réunion;04;La Réunion;REU
2000-T2;2000-04;C;Indifférent;4460;;;-280.0;;;;974;Réunion;04;La Réunion;REU
2008-T2;2008-04;C;Indifférent;6250;;;-150.0;;;;974;Réunion;04;La Réunion;REU
2009-T1;2009-01;C;Indifférent;5470;;;60.0;;;;974;Réunion;04;La Réunion;REU
2002-T4;2002-10;D;Indifférent;3140;;;260.0;;;;974;Réunion;04;La Réunion;REU
2007-T4;2007-10;D;Indifférent;3230;;;50.0;;;;974;Réunion;04;La Réunion;REU
2011-T2;2011-04;D;Indifférent;3560;;;-410.0;;;;974;Réunion;04;La Réunion;REU
2017-T1;2017-01;D;Indifférent;5010;;;580.0;;;;974;Réunion;04;La Réunion;REU
2002-T3;2002-07;E;Indifférent;7560;;;0.0;;;;974;Réunion;04;La Réunion;REU
2016-T4;2016-10;E;Indifférent;15500;;;210.0;;;;974;Réunion;04;La Réunion;REU
2000-T3;2000-07;ABC;Moins de 25 ans;24000;;;-760.0;;;;974;Réunion;04;La Réunion;REU
2001-T3;2001-07;ABC;Moins de 25 ans;24450;;;-420.0;;;;974;Réunion;04;La Réunion;REU
2006-T2;2006-04;ABC;Moins de 25 ans;18460;;;-560.0;;;;974;Réunion;04;La Réunion;REU
2005-T1;2005-01;A;Indifférent;91140;;;380.0;;;;974;Réunion;04;La Réunion;REU
2005-T2;2005-04;A;Indifférent;89390;;;-1750.0;;;;974;Réunion;04;La Réunion;REU
2006-T1;2006-01;A;Indifférent;86210;;;-680.0;;;;974;Réunion;04;La Réunion;REU
2018-T3;2018-07;A;Indifférent;139840;;;320.0;;;;974;Réunion;04;La Réunion;REU
2000-T4;2000-10;D;Indifférent;3740;;;100.0;;;;974;Réunion;04;La Réunion;REU
2002-T2;2002-04;D;Indifférent;3500;;;-10.0;;;;974;Réunion;04;La Réunion;REU
2012-T2;2012-04;D;Indifférent;3520;;;-340.0;;;;974;Réunion;04;La Réunion;REU
2002-T1;2002-01;E;Indifférent;6270;;;-140.0;;;;974;Réunion;04;La Réunion;REU
2013-T4;2013-10;E;Indifférent;12630;;;1570.0;;;;974;Réunion;04;La Réunion;REU
2016-T3;2016-07;E;Indifférent;15290;;;-120.0;;;;974;Réunion;04;La Réunion;REU
2017-T1;2017-01;E;Indifférent;15310;;;-190.0;;;;974;Réunion;04;La Réunion;REU
2019-T4;2019-10;E;Indifférent;11210;;;270.0;;;;974;Réunion;04;La Réunion;REU
2021-T2;2021-04;E;Indifférent;11080;;;820.0;;;;974;Réunion;04;La Réunion;REU
2002-T4;2002-10;C;Indifférent;6370;;;-320.0;;;;974;Réunion;04;La Réunion;REU
2016-T1;2016-01;C;Indifférent;13280;;;50.0;;;;974;Réunion;04;La Réunion;REU
2020-T3;2020-07;C;Indifférent;16860;;;3700.0;;;;974;Réunion;04;La Réunion;REU
2021-T2;2021-04;ABC;Plus de 50 ans;48040;;;50.0;;;;974;Réunion;04;La Réunion;REU
2006-T3;2006-07;ABC;Entre 25 et 49 ans;65120;;;-1530.0;;;;974;Réunion;04;La Réunion;REU
2012-T1;2012-01;ABC;Entre 25 et 49 ans;92790;;;760.0;;;;974;Réunion;04;La Réunion;REU
1997-T3;1997-07;ABC;Indifférent;110710;55740;54960;2430.0;8780.0;7390.0;48680.0;974;Réunion;04;La Réunion;REU
1998-T3;1998-07;ABC;Indifférent;111990;56680;55310;60.0;7680.0;7890.0;54590.0;974;Réunion;04;La Réunion;REU
2005-T2;2005-04;ABC;Indifférent;100980;49410;51570;-1850.0;9250.0;9430.0;43420.0;974;Réunion;04;La Réunion;REU
2013-T2;2013-04;ABC;Indifférent;152980;75370;77600;1980.0;10810.0;10600.0;82430.0;974;Réunion;04;La Réunion;REU
2017-T4;2017-10;ABC;Indifférent;163360;79040;84320;1710.0;11370.0;10940.0;89600.0;974;Réunion;04;La Réunion;REU
2012-T1;2012-01;B;Indifférent;7740;;;60.0;;;;974;Réunion;04;La Réunion;REU
2004-T2;2004-04;ABC;Indifférent;103040;50940;52100;40.0;10580.0;9750.0;41970.0;974;Réunion;04;La Réunion;REU
2006-T4;2006-10;ABC;Indifférent;91490;43770;47720;-1200.0;8790.0;9320.0;42760.0;974;Réunion;04;La Réunion;REU
2007-T3;2007-07;ABC;Indifférent;88320;41320;46990;-1070.0;9650.0;9580.0;39070.0;974;Réunion;04;La Réunion;REU
2013-T3;2013-07;ABC;Indifférent;153530;75610;77930;570.0;10900.0;10200.0;83710.0;974;Réunion;04;La Réunion;REU
2020-T1;2020-01;ABC;Indifférent;161220;77660;83560;-1850.0;11130.0;11350.0;95060.0;974;Réunion;04;La Réunion;REU
2013-T2;2013-04;ABC;Indifférent;152960;75360;77600;2050.0;10790.0;10520.0;82440.0;974;Réunion;04;La Réunion;REU
2003-T2;2003-04;ABC;Plus de 50 ans;8440;;;10.0;;;;974;Réunion;04;La Réunion;REU
2018-T2;2018-04;ABC;Plus de 50 ans;44530;;;1150.0;;;;974;Réunion;04;La Réunion;REU
2020-T4;2020-10;ABC;Plus de 50 ans;47610;;;90.0;;;;974;Réunion;04;La Réunion;REU
2021-T1;2021-01;ABC;Plus de 50 ans;47990;;;380.0;;;;974;Réunion;04;La Réunion;REU
2006-T4;2006-10;ABC;Entre 25 et 49 ans;63930;;;-1190.0;;;;974;Réunion;04;La Réunion;REU
2011-T1;2011-01;ABC;Entre 25 et 49 ans;90720;;;2160.0;;;;974;Réunion;04;La Réunion;REU
2021-T2;2021-04;ABC;Entre 25 et 49 ans;94160;;;-850.0;;;;974;Réunion;04;La Réunion;REU
2010-T2;2010-04;ABC;Indifférent;121770;60580;61190;2940.0;11790.0;10760.0;54030.0;974;Réunion;04;La Réunion;REU
2014-T3;2014-07;ABC;Indifférent;155650;76450;79200;420.0;10760.0;10670.0;88370.0;974;Réunion;04;La Réunion;REU
2017-T2;2017-04;ABC;Indifférent;160620;77820;82810;-750.0;11440.0;11910.0;87700.0;974;Réunion;04;La Réunion;REU
2003-T3;2003-07;ABC;Moins de 25 ans;21360;;;-1000.0;;;;974;Réunion;04;La Réunion;REU
2004-T3;2004-07;ABC;Moins de 25 ans;20740;;;-90.0;;;;974;Réunion;04;La Réunion;REU
2016-T4;2016-10;ABC;Moins de 25 ans;21680;;;50.0;;;;974;Réunion;04;La Réunion;REU
1996-T1;1996-01;D;Indifférent;2690;;;;;;;974;Réunion;04;La Réunion;REU
1998-T4;1998-10;D;Indifférent;2780;;;130.0;;;;974;Réunion;04;La Réunion;REU
2003-T2;2003-04;D;Indifférent;4010;;;80.0;;;;974;Réunion;04;La Réunion;REU
2010-T2;2010-04;D;Indifférent;4720;;;10.0;;;;974;Réunion;04;La Réunion;REU
2014-T4;2014-10;D;Indifférent;3800;;;-120.0;;;;974;Réunion;04;La Réunion;REU
2015-T1;2015-01;D;Indifférent;3690;;;-110.0;;;;974;Réunion;04;La Réunion;REU
2009-T4;2009-10;E;Indifférent;7470;;;110.0;;;;974;Réunion;04;La Réunion;REU
2011-T4;2011-10;E;Indifférent;10900;;;1200.0;;;;974;Réunion;04;La Réunion;REU
2013-T2;2013-04;B;Indifférent;8940;;;160.0;;;;974;Réunion;04;La Réunion;REU
2020-T2;2020-04;B;Indifférent;10990;;;-2000.0;;;;974;Réunion;04;La Réunion;REU
1996-T1;1996-01;C;Indifférent;2080;;;;;;;974;Réunion;04;La Réunion;REU
1999-T1;1999-01;C;Indifférent;3490;;;720.0;;;;974;Réunion;04;La Réunion;REU
2001-T2;2001-04;C;Indifférent;6500;;;1400.0;;;;974;Réunion;04;La Réunion;REU
2012-T1;2012-01;C;Indifférent;8660;;;290.0;;;;974;Réunion;04;La Réunion;REU
2016-T1;2016-01;A;Indifférent;137030;;;950.0;;;;974;Réunion;04;La Réunion;REU
2017-T4;2017-10;A;Indifférent;136280;;;680.0;;;;974;Réunion;04;La Réunion;REU
2020-T3;2020-07;A;Indifférent;135710;;;-4380.0;;;;974;Réunion;04;La Réunion;REU
2006-T4;2006-10;ABC;Plus de 50 ans;9030;;;60.0;;;;974;Réunion;04;La Réunion;REU
2011-T4;2011-10;ABC;Plus de 50 ans;20780;;;780.0;;;;974;Réunion;04;La Réunion;REU
2017-T3;2017-07;ABC;Plus de 50 ans;41250;;;800.0;;;;974;Réunion;04;La Réunion;REU
1997-T2;1997-04;ABC;Entre 25 et 49 ans;76080;;;1590.0;;;;974;Réunion;04;La Réunion;REU
2012-T4;2012-10;ABC;Entre 25 et 49 ans;98190;;;2430.0;;;;974;Réunion;04;La Réunion;REU
2016-T3;2016-07;ABC;Entre 25 et 49 ans;99380;;;60.0;;;;974;Réunion;04;La Réunion;REU
2018-T3;2018-07;ABC;Entre 25 et 49 ans;102310;;;200.0;;;;974;Réunion;04;La Réunion;REU
2003-T2;2003-04;ABC;Indifférent;109650;55390;54260;-670.0;9160.0;9790.0;47270.0;974;Réunion;04;La Réunion;REU
2008-T3;2008-07;ABC;Indifférent;91150;42690;48460;2260.0;9900.0;9170.0;36960.0;974;Réunion;04;La Réunion;REU
2014-T4;2014-10;ABC;Indifférent;156100;76690;79420;400.0;10740.0;10630.0;87580.0;974;Réunion;04;La Réunion;REU
1999-T4;1999-10;ABC;Moins de 25 ans;24580;;;-360.0;;;;974;Réunion;04;La Réunion;REU
2001-T4;2001-10;ABC;Moins de 25 ans;24010;;;-440.0;;;;974;Réunion;04;La Réunion;REU
2003-T2;2003-04;ABC;Moins de 25 ans;22360;;;-70.0;;;;974;Réunion;04;La Réunion;REU
2004-T1;2004-01;ABC;Moins de 25 ans;20610;;;-70.0;;;;974;Réunion;04;La Réunion;REU
2007-T2;2007-04;ABC;Moins de 25 ans;17690;;;-100.0;;;;974;Réunion;04;La Réunion;REU
2009-T1;2009-01;ABC;Moins de 25 ans;18250;;;620.0;;;;974;Réunion;04;La Réunion;REU
2009-T2;2009-04;ABC;Moins de 25 ans;19610;;;1360.0;;;;974;Réunion;04;La Réunion;REU
2017-T1;2017-01;ABC;Moins de 25 ans;21350;;;-330.0;;;;974;Réunion;04;La Réunion;REU
2018-T2;2018-04;ABC;Moins de 25 ans;21410;;;270.0;;;;974;Réunion;04;La Réunion;REU
2020-T2;2020-04;ABC;Moins de 25 ans;20370;;;760.0;;;;974;Réunion;04;La Réunion;REU
2021-T3;2021-07;ABC;Moins de 25 ans;19590;;;-370.0;;;;974;Réunion;04;La Réunion;REU
2003-T1;2003-01;ABC;Indifférent;110270;55600;54670;-3140.0;9900.0;10900.0;47480.0;974;Réunion;04;La Réunion;REU
2004-T1;2004-01;ABC;Indifférent;102920;51100;51810;-1780.0;10470.0;10780.0;43330.0;974;Réunion;04;La Réunion;REU
2007-T2;2007-04;ABC;Indifférent;89440;42020;47420;-110.0;9700.0;9920.0;40890.0;974;Réunion;04;La Réunion;REU
2019-T1;2019-01;ABC;Indifférent;168630;81440;87190;470.0;11100.0;11250.0;99240.0;974;Réunion;04;La Réunion;REU
2019-T3;2019-07;ABC;Indifférent;165840;80380;85460;-2060.0;11380.0;11970.0;99340.0;974;Réunion;04;La Réunion;REU
2001-T3;2001-07;D;Indifférent;3400;;;460.0;;;;974;Réunion;04;La Réunion;REU
2007-T3;2007-07;D;Indifférent;3180;;;-30.0;;;;974;Réunion;04;La Réunion;REU
2002-T2;2002-04;E;Indifférent;7560;;;1290.0;;;;974;Réunion;04;La Réunion;REU
2011-T1;2011-01;E;Indifférent;9480;;;-40.0;;;;974;Réunion;04;La Réunion;REU
2012-T3;2012-07;E;Indifférent;9750;;;-1390.0;;;;974;Réunion;04;La Réunion;REU
2012-T4;2012-10;E;Indifférent;9500;;;-250.0;;;;974;Réunion;04;La Réunion;REU
2017-T3;2017-07;E;Indifférent;14540;;;-960.0;;;;974;Réunion;04;La Réunion;REU
1996-T2;1996-04;C;Indifférent;1900;;;-180.0;;;;974;Réunion;04;La Réunion;REU
1996-T3;1996-07;C;Indifférent;2080;;;180.0;;;;974;Réunion;04;La Réunion;REU
1998-T2;1998-04;C;Indifférent;2730;;;-460.0;;;;974;Réunion;04;La Réunion;REU
2013-T2;2013-04;C;Indifférent;9590;;;160.0;;;;974;Réunion;04;La Réunion;REU
2015-T4;2015-10;C;Indifférent;13230;;;200.0;;;;974;Réunion;04;La Réunion;REU
1999-T4;1999-10;ABC;Indifférent;116350;58420;57930;270.0;8230.0;7780.0;54950.0;974;Réunion;04;La Réunion;REU
2009-T2;2009-04;ABC;Indifférent;104640;51740;52900;6520.0;11230.0;9240.0;40930.0;974;Réunion;04;La Réunion;REU
2011-T2;2011-04;ABC;Indifférent;133750;64890;68860;1300.0;10910.0;10210.0;66150.0;974;Réunion;04;La Réunion;REU
2016-T2;2016-04;ABC;Indifférent;158650;77090;81560;-2000.0;11500.0;11780.0;87210.0;974;Réunion;04;La Réunion;REU
2021-T3;2021-07;ABC;Indifférent;160700;77040;83660;-1460.0;11380.0;11630.0;92940.0;974;Réunion;04;La Réunion;REU
1998-T3;1998-07;B;Indifférent;1910;;;80.0;;;;974;Réunion;04;La Réunion;REU
2013-T4;2013-10;B;Indifférent;9210;;;160.0;;;;974;Réunion;04;La Réunion;REU
2016-T2;2016-04;B;Indifférent;10460;;;120.0;;;;974;Réunion;04;La Réunion;REU
2017-T2;2017-04;B;Indifférent;11350;;;360.0;;;;974;Réunion;04;La Réunion;REU
2021-T3;2021-07;B;Indifférent;12770;;;-60.0;;;;974;Réunion;04;La Réunion;REU
1998-T4;1998-10;C;Indifférent;2770;;;1770.0;;;;974;Réunion;04;La Réunion;REU
2001-T4;2001-10;C;Indifférent;6310;;;90.0;;;;974;Réunion;04;La Réunion;REU
2004-T2;2004-04;C;Indifférent;5850;;;-100.0;;;;974;Réunion;04;La Réunion;REU
2004-T4;2004-10;C;Indifférent;6280;;;0.0;;;;974;Réunion;04;La Réunion;REU
2008-T3;2008-07;C;Indifférent;5700;;;-550.0;;;;974;Réunion;04;La Réunion;REU
2016-T4;2016-10;C;Indifférent;13620;;;-30.0;;;;974;Réunion;04;La Réunion;REU
2006-T3;2006-07;E;Indifférent;6750;;;60.0;;;;974;Réunion;04;La Réunion;REU
2012-T2;2012-04;E;Indifférent;11140;;;-40.0;;;;974;Réunion;04;La Réunion;REU
2014-T4;2014-10;E;Indifférent;14320;;;840.0;;;;974;Réunion;04;La Réunion;REU
1999-T2;1999-04;D;Indifférent;2640;;;-230.0;;;;974;Réunion;04;La Réunion;REU
1999-T4;1999-10;D;Indifférent;3270;;;130.0;;;;974;Réunion;04;La Réunion;REU
2008-T1;2008-01;D;Indifférent;3130;;;-100.0;;;;974;Réunion;04;La Réunion;REU
2015-T2;2015-04;D;Indifférent;3690;;;0.0;;;;974;Réunion;04;La Réunion;REU
2016-T1;2016-01;D;Indifférent;4200;;;300.0;;;;974;Réunion;04;La Réunion;REU
2017-T2;2017-04;D;Indifférent;5050;;;40.0;;;;974;Réunion;04;La Réunion;REU
