Période (Trimestre);Date;Catégorie;Tranche d'âge;Nb moyen demandeur emploi;Nb moyen demandeur emploi Homme;Nb moyen demandeur emploi Femme;Différence Nb demandeur emploi trimestre précédent;Nb moyen entrées;Nb moyen sorties;Nb moyen demandeur emploi longue durée;Code Officiel Département;Nom Officiel Département;Code Officiel Région;Nom Officiel Région;Code Iso 3166-3 Zone
2018-T2;2018-04;ABC;Entre 25 et 49 ans;102110;;;1270.0;;;;974;Réunion;04;La Réunion;REU
2019-T4;2019-10;ABC;Entre 25 et 49 ans;96760;;;-2030.0;;;;974;Réunion;04;La Réunion;REU
1996-T1;1996-01;ABC;Moins de 25 ans;23240;;;;;;;974;Réunion;04;La Réunion;REU
1998-T2;1998-04;ABC;Moins de 25 ans;24550;;;-1040.0;;;;974;Réunion;04;La Réunion;REU
2000-T2;2000-04;A;Indifférent;109350;;;-1270.0;;;;974;Réunion;04;La Réunion;REU
2000-T3;2000-07;A;Indifférent;108620;;;-730.0;;;;974;Réunion;04;La Réunion;REU
2010-T4;2010-10;A;Indifférent;113950;;;3250.0;;;;974;Réunion;04;La Réunion;REU
2012-T2;2012-04;A;Indifférent;123130;;;1500.0;;;;974;Réunion;04;La Réunion;REU
2012-T3;2012-07;A;Indifférent;125970;;;2840.0;;;;974;Réunion;04;La Réunion;REU
2010-T1;2010-01;ABC;Plus de 50 ans;14630;;;870.0;;;;974;Réunion;04;La Réunion;REU
2014-T2;2014-04;ABC;Plus de 50 ans;30850;;;1180.0;;;;974;Réunion;04;La Réunion;REU
2015-T3;2015-07;ABC;Plus de 50 ans;35610;;;1250.0;;;;974;Réunion;04;La Réunion;REU
2017-T2;2017-04;ABC;Plus de 50 ans;40450;;;240.0;;;;974;Réunion;04;La Réunion;REU
2006-T3;2006-07;B;Indifférent;5580;;;-90.0;;;;974;Réunion;04;La Réunion;REU
2018-T2;2018-04;B;Indifférent;12550;;;340.0;;;;974;Réunion;04;La Réunion;REU
2006-T1;2006-01;D;Indifférent;3800;;;620.0;;;;974;Réunion;04;La Réunion;REU
2009-T1;2009-01;ABC;Indifférent;98120;47400;50720;4570.0;11010.0;8950.0;38140.0;974;Réunion;04;La Réunion;REU
2016-T3;2016-07;ABC;Indifférent;159780;77420;82360;1130.0;11790.0;11280.0;86290.0;974;Réunion;04;La Réunion;REU
2017-T3;2017-07;ABC;Indifférent;161650;78350;83310;1030.0;11660.0;10750.0;88460.0;974;Réunion;04;La Réunion;REU
2019-T4;2019-10;ABC;Indifférent;163020;78740;84270;-2820.0;11100.0;12150.0;97010.0;974;Réunion;04;La Réunion;REU
2000-T3;2000-07;C;Indifférent;5050;;;590.0;;;;974;Réunion;04;La Réunion;REU
2012-T4;2012-10;C;Indifférent;9310;;;60.0;;;;974;Réunion;04;La Réunion;REU
2016-T2;2016-04;C;Indifférent;13350;;;70.0;;;;974;Réunion;04;La Réunion;REU
2002-T4;2002-10;ABC;Indifférent;113430;56930;56490;-1900.0;9900.0;10050.0;50040.0;974;Réunion;04;La Réunion;REU
2014-T1;2014-01;ABC;Indifférent;152780;74950;77820;-540.0;10470.0;10150.0;86140.0;974;Réunion;04;La Réunion;REU
2017-T1;2017-01;ABC;Indifférent;161360;78540;82820;-50.0;11190.0;10950.0;87770.0;974;Réunion;04;La Réunion;REU
2018-T4;2018-10;ABC;Indifférent;168210;81280;86930;-700.0;10430.0;10180.0;96900.0;974;Réunion;04;La Réunion;REU
2020-T2;2020-04;ABC;Indifférent;164170;79130;85040;2950.0;9040.0;7610.0;97790.0;974;Réunion;04;La Réunion;REU
1997-T3;1997-07;A;Indifférent;106530;;;2410.0;;;;974;Réunion;04;La Réunion;REU
2006-T2;2006-04;A;Indifférent;82520;;;-3690.0;;;;974;Réunion;04;La Réunion;REU
2008-T1;2008-01;A;Indifférent;74730;;;-50.0;;;;974;Réunion;04;La Réunion;REU
2009-T4;2009-10;A;Indifférent;101490;;;5010.0;;;;974;Réunion;04;La Réunion;REU
2011-T4;2011-10;A;Indifférent;120180;;;550.0;;;;974;Réunion;04;La Réunion;REU
2018-T2;2018-04;A;Indifférent;139520;;;1580.0;;;;974;Réunion;04;La Réunion;REU
2019-T2;2019-04;A;Indifférent;138500;;;-400.0;;;;974;Réunion;04;La Réunion;REU
2019-T4;2019-10;A;Indifférent;134130;;;-2560.0;;;;974;Réunion;04;La Réunion;REU
2005-T1;2005-01;E;Indifférent;5310;;;-1430.0;;;;974;Réunion;04;La Réunion;REU
2009-T2;2009-04;E;Indifférent;7810;;;-20.0;;;;974;Réunion;04;La Réunion;REU
2013-T2;2013-04;E;Indifférent;10140;;;300.0;;;;974;Réunion;04;La Réunion;REU
1999-T3;1999-07;C;Indifférent;4280;;;550.0;;;;974;Réunion;04;La Réunion;REU
2003-T2;2003-04;C;Indifférent;5490;;;-520.0;;;;974;Réunion;04;La Réunion;REU
2010-T2;2010-04;C;Indifférent;7600;;;350.0;;;;974;Réunion;04;La Réunion;REU
2020-T1;2020-01;C;Indifférent;15600;;;-970.0;;;;974;Réunion;04;La Réunion;REU
1996-T4;1996-10;ABC;Plus de 50 ans;6730;;;200.0;;;;974;Réunion;04;La Réunion;REU
1998-T4;1998-10;ABC;Plus de 50 ans;7370;;;50.0;;;;974;Réunion;04;La Réunion;REU
2008-T3;2008-07;ABC;Plus de 50 ans;9950;;;410.0;;;;974;Réunion;04;La Réunion;REU
1997-T1;1997-01;ABC;Entre 25 et 49 ans;74490;;;940.0;;;;974;Réunion;04;La Réunion;REU
2013-T1;2013-01;ABC;Entre 25 et 49 ans;99690;;;1500.0;;;;974;Réunion;04;La Réunion;REU
1996-T2;1996-04;ABC;Indifférent;99580;49400;50180;2280.0;8530.0;7690.0;39510.0;974;Réunion;04;La Réunion;REU
1996-T3;1996-07;ABC;Indifférent;101850;50780;51060;2270.0;8360.0;7910.0;40470.0;974;Réunion;04;La Réunion;REU
2000-T2;2000-04;ABC;Indifférent;116790;58300;58490;-1380.0;8440.0;6770.0;53990.0;974;Réunion;04;La Réunion;REU
2001-T4;2001-10;ABC;Indifférent;118100;58230;59870;-1460.0;9220.0;9100.0;54690.0;974;Réunion;04;La Réunion;REU
1998-T4;1998-10;ABC;Moins de 25 ans;24260;;;330.0;;;;974;Réunion;04;La Réunion;REU
1999-T2;1999-04;ABC;Moins de 25 ans;25050;;;490.0;;;;974;Réunion;04;La Réunion;REU
2005-T1;2005-01;ABC;Moins de 25 ans;20630;;;-20.0;;;;974;Réunion;04;La Réunion;REU
2009-T3;2009-07;ABC;Moins de 25 ans;19980;;;370.0;;;;974;Réunion;04;La Réunion;REU
2017-T2;2017-04;ABC;Moins de 25 ans;21160;;;-190.0;;;;974;Réunion;04;La Réunion;REU
2017-T4;2017-10;ABC;Moins de 25 ans;21240;;;150.0;;;;974;Réunion;04;La Réunion;REU
1999-T1;1999-01;B;Indifférent;2340;;;250.0;;;;974;Réunion;04;La Réunion;REU
2000-T1;2000-01;B;Indifférent;2810;;;230.0;;;;974;Réunion;04;La Réunion;REU
2011-T4;2011-10;B;Indifférent;7680;;;150.0;;;;974;Réunion;04;La Réunion;REU
2012-T3;2012-07;D;Indifférent;3370;;;-150.0;;;;974;Réunion;04;La Réunion;REU
2017-T4;2017-10;D;Indifférent;4530;;;-430.0;;;;974;Réunion;04;La Réunion;REU
2019-T1;2019-01;D;Indifférent;5530;;;190.0;;;;974;Réunion;04;La Réunion;REU
2020-T1;2020-01;D;Indifférent;6300;;;210.0;;;;974;Réunion;04;La Réunion;REU
1996-T1;1996-01;ABC;Plus de 50 ans;6190;;;;;;;974;Réunion;04;La Réunion;REU
2009-T2;2009-04;ABC;Plus de 50 ans;12030;;;900.0;;;;974;Réunion;04;La Réunion;REU
2000-T1;2000-01;ABC;Indifférent;118360;59000;59360;2010.0;9470.0;7910.0;54930.0;974;Réunion;04;La Réunion;REU
2000-T4;2000-10;ABC;Indifférent;118280;58280;60000;2030.0;9280.0;8280.0;53930.0;974;Réunion;04;La Réunion;REU
2006-T3;2006-07;ABC;Indifférent;92690;44510;48180;-1390.0;8870.0;9170.0;42160.0;974;Réunion;04;La Réunion;REU
2015-T1;2015-01;ABC;Indifférent;156650;76540;80110;550.0;10680.0;10370.0;86900.0;974;Réunion;04;La Réunion;REU
2000-T3;2000-07;ABC;Entre 25 et 49 ans;84640;;;240.0;;;;974;Réunion;04;La Réunion;REU
2015-T4;2015-10;ABC;Entre 25 et 49 ans;100830;;;-670.0;;;;974;Réunion;04;La Réunion;REU
2005-T4;2005-10;ABC;Moins de 25 ans;19400;;;-210.0;;;;974;Réunion;04;La Réunion;REU
2007-T3;2007-07;ABC;Moins de 25 ans;17450;;;-240.0;;;;974;Réunion;04;La Réunion;REU
2007-T4;2007-10;ABC;Moins de 25 ans;16810;;;-640.0;;;;974;Réunion;04;La Réunion;REU
2000-T4;2000-10;ABC;Indifférent;118270;58260;60000;1880.0;9270.0;8320.0;53910.0;974;Réunion;04;La Réunion;REU
2015-T3;2015-07;ABC;Indifférent;160000;77640;82360;1320.0;10290.0;10120.0;89550.0;974;Réunion;04;La Réunion;REU
2020-T4;2020-10;ABC;Indifférent;162960;78560;84400;-1660.0;11300.0;11720.0;97120.0;974;Réunion;04;La Réunion;REU
2002-T2;2002-04;A;Indifférent;106010;;;-1380.0;;;;974;Réunion;04;La Réunion;REU
2009-T2;2009-04;A;Indifférent;92930;;;6030.0;;;;974;Réunion;04;La Réunion;REU
2017-T3;2017-07;A;Indifférent;135600;;;330.0;;;;974;Réunion;04;La Réunion;REU
1996-T3;1996-07;E;Indifférent;2030;;;450.0;;;;974;Réunion;04;La Réunion;REU
2002-T4;2002-10;E;Indifférent;8610;;;1050.0;;;;974;Réunion;04;La Réunion;REU
2014-T3;2014-07;E;Indifférent;13480;;;-60.0;;;;974;Réunion;04;La Réunion;REU
2021-T3;2021-07;E;Indifférent;11800;;;720.0;;;;974;Réunion;04;La Réunion;REU
1996-T4;1996-10;C;Indifférent;2170;;;90.0;;;;974;Réunion;04;La Réunion;REU
1997-T2;1997-04;C;Indifférent;2480;;;260.0;;;;974;Réunion;04;La Réunion;REU
1996-T1;1996-01;B;Indifférent;1330;;;;;;;974;Réunion;04;La Réunion;REU
1997-T2;1997-04;B;Indifférent;1670;;;110.0;;;;974;Réunion;04;La Réunion;REU
2001-T4;2001-10;B;Indifférent;3930;;;-60.0;;;;974;Réunion;04;La Réunion;REU
2009-T4;2009-10;B;Indifférent;6130;;;80.0;;;;974;Réunion;04;La Réunion;REU
2019-T1;2019-01;B;Indifférent;12450;;;-290.0;;;;974;Réunion;04;La Réunion;REU
2002-T3;2002-07;D;Indifférent;2880;;;-620.0;;;;974;Réunion;04;La Réunion;REU
2013-T3;2013-07;D;Indifférent;3100;;;-230.0;;;;974;Réunion;04;La Réunion;REU
2014-T2;2014-04;D;Indifférent;3210;;;-450.0;;;;974;Réunion;04;La Réunion;REU
2006-T2;2006-04;ABC;Indifférent;94080;45340;48740;-3950.0;9240.0;9840.0;41860.0;974;Réunion;04;La Réunion;REU
2017-T4;2017-10;ABC;Indifférent;163390;79050;84340;1710.0;11400.0;11010.0;89660.0;974;Réunion;04;La Réunion;REU
2019-T2;2019-04;ABC;Indifférent;167940;81330;86600;-630.0;11270.0;11490.0;100410.0;974;Réunion;04;La Réunion;REU
1998-T1;1998-01;ABC;Plus de 50 ans;7530;;;150.0;;;;974;Réunion;04;La Réunion;REU
2018-T1;2018-01;ABC;Plus de 50 ans;43380;;;1170.0;;;;974;Réunion;04;La Réunion;REU
2003-T4;2003-10;ABC;Moins de 25 ans;20680;;;-680.0;;;;974;Réunion;04;La Réunion;REU
2014-T4;2014-10;ABC;Moins de 25 ans;23850;;;-50.0;;;;974;Réunion;04;La Réunion;REU
2015-T1;2015-01;ABC;Moins de 25 ans;23650;;;-200.0;;;;974;Réunion;04;La Réunion;REU
2018-T1;2018-01;ABC;Moins de 25 ans;21140;;;-100.0;;;;974;Réunion;04;La Réunion;REU
2002-T3;2002-07;ABC;Entre 25 et 49 ans;83000;;;-1710.0;;;;974;Réunion;04;La Réunion;REU
2004-T4;2004-10;ABC;Entre 25 et 49 ans;72840;;;-420.0;;;;974;Réunion;04;La Réunion;REU
2005-T4;2005-10;ABC;Entre 25 et 49 ans;70220;;;-540.0;;;;974;Réunion;04;La Réunion;REU
2021-T3;2021-07;ABC;Entre 25 et 49 ans;93000;;;-1160.0;;;;974;Réunion;04;La Réunion;REU
1999-T1;1999-01;ABC;Indifférent;114470;58200;56270;1350.0;8470.0;7120.0;54700.0;974;Réunion;04;La Réunion;REU
2008-T4;2008-10;ABC;Indifférent;93550;44380;49170;2350.0;9680.0;8650.0;37110.0;974;Réunion;04;La Réunion;REU
2003-T4;2003-10;A;Indifférent;94270;;;-2990.0;;;;974;Réunion;04;La Réunion;REU
2000-T2;2000-04;B;Indifférent;2980;;;170.0;;;;974;Réunion;04;La Réunion;REU
2001-T3;2001-07;B;Indifférent;3990;;;290.0;;;;974;Réunion;04;La Réunion;REU
2003-T2;2003-04;B;Indifférent;4120;;;-370.0;;;;974;Réunion;04;La Réunion;REU
2005-T2;2005-04;B;Indifférent;5580;;;20.0;;;;974;Réunion;04;La Réunion;REU
2005-T1;2005-01;C;Indifférent;6140;;;-140.0;;;;974;Réunion;04;La Réunion;REU
2007-T2;2007-04;C;Indifférent;6400;;;290.0;;;;974;Réunion;04;La Réunion;REU
2011-T4;2011-10;C;Indifférent;8370;;;80.0;;;;974;Réunion;04;La Réunion;REU
1997-T4;1997-10;E;Indifférent;1880;;;610.0;;;;974;Réunion;04;La Réunion;REU
2000-T4;2000-10;E;Indifférent;6560;;;800.0;;;;974;Réunion;04;La Réunion;REU
2008-T3;2008-07;E;Indifférent;7910;;;-580.0;;;;974;Réunion;04;La Réunion;REU
1998-T2;1998-04;D;Indifférent;2730;;;170.0;;;;974;Réunion;04;La Réunion;REU
2007-T3;2007-07;E;Indifférent;8150;;;580.0;;;;974;Réunion;04;La Réunion;REU
2012-T1;2012-01;E;Indifférent;11180;;;280.0;;;;974;Réunion;04;La Réunion;REU
2014-T2;2014-04;E;Indifférent;13540;;;-180.0;;;;974;Réunion;04;La Réunion;REU
2018-T2;2018-04;E;Indifférent;10310;;;-1750.0;;;;974;Réunion;04;La Réunion;REU
1999-T3;1999-07;D;Indifférent;3140;;;500.0;;;;974;Réunion;04;La Réunion;REU
2015-T4;2015-10;D;Indifférent;3900;;;400.0;;;;974;Réunion;04;La Réunion;REU
2016-T3;2016-07;D;Indifférent;4810;;;-480.0;;;;974;Réunion;04;La Réunion;REU
2018-T3;2018-07;D;Indifférent;4790;;;210.0;;;;974;Réunion;04;La Réunion;REU
2002-T2;2002-04;C;Indifférent;6780;;;280.0;;;;974;Réunion;04;La Réunion;REU
2002-T3;2002-07;C;Indifférent;6690;;;-90.0;;;;974;Réunion;04;La Réunion;REU
2007-T4;2007-10;C;Indifférent;6290;;;40.0;;;;974;Réunion;04;La Réunion;REU
2011-T2;2011-04;C;Indifférent;8040;;;-100.0;;;;974;Réunion;04;La Réunion;REU
2012-T2;2012-04;C;Indifférent;9000;;;340.0;;;;974;Réunion;04;La Réunion;REU
2021-T2;2021-04;C;Indifférent;19070;;;-20.0;;;;974;Réunion;04;La Réunion;REU
2008-T2;2008-04;ABC;Indifférent;88890;41390;47500;2000.0;10090.0;9210.0;36970.0;974;Réunion;04;La Réunion;REU
2010-T2;2010-04;ABC;Indifférent;121700;60550;61150;2840.0;11800.0;10830.0;54000.0;974;Réunion;04;La Réunion;REU
2000-T2;2000-04;ABC;Moins de 25 ans;24760;;;-650.0;;;;974;Réunion;04;La Réunion;REU
2000-T4;2000-10;ABC;Moins de 25 ans;24660;;;660.0;;;;974;Réunion;04;La Réunion;REU
2006-T4;2006-10;ABC;Moins de 25 ans;18470;;;-230.0;;;;974;Réunion;04;La Réunion;REU
2016-T2;2016-04;ABC;Moins de 25 ans;21230;;;-740.0;;;;974;Réunion;04;La Réunion;REU
1997-T2;1997-04;ABC;Indifférent;108280;54370;53910;2040.0;8030.0;7760.0;46790.0;974;Réunion;04;La Réunion;REU
2002-T1;2002-01;ABC;Indifférent;117920;58120;59800;-180.0;9070.0;8790.0;54790.0;974;Réunion;04;La Réunion;REU
2012-T1;2012-01;ABC;Indifférent;138030;67090;70940;1800.0;11950.0;10430.0;72070.0;974;Réunion;04;La Réunion;REU
2014-T2;2014-04;ABC;Indifférent;155230;76000;79240;2400.0;10740.0;9770.0;87880.0;974;Réunion;04;La Réunion;REU
2017-T1;2017-01;ABC;Indifférent;161370;78530;82850;-20.0;11200.0;10950.0;87800.0;974;Réunion;04;La Réunion;REU
2004-T4;2004-10;A;Indifférent;90760;;;-570.0;;;;974;Réunion;04;La Réunion;REU
2005-T4;2005-10;A;Indifférent;86890;;;-880.0;;;;974;Réunion;04;La Réunion;REU
2010-T3;2010-07;A;Indifférent;110700;;;2910.0;;;;974;Réunion;04;La Réunion;REU
2019-T3;2019-07;A;Indifférent;136690;;;-1810.0;;;;974;Réunion;04;La Réunion;REU
1998-T1;1998-01;ABC;Entre 25 et 49 ans;80450;;;590.0;;;;974;Réunion;04;La Réunion;REU
2001-T3;2001-07;ABC;Entre 25 et 49 ans;86720;;;380.0;;;;974;Réunion;04;La Réunion;REU
2003-T2;2003-04;ABC;Entre 25 et 49 ans;78860;;;-550.0;;;;974;Réunion;04;La Réunion;REU
2006-T2;2006-04;ABC;Entre 25 et 49 ans;66650;;;-3000.0;;;;974;Réunion;04;La Réunion;REU
2008-T4;2008-10;ABC;Entre 25 et 49 ans;65470;;;1470.0;;;;974;Réunion;04;La Réunion;REU
2009-T2;2009-04;ABC;Entre 25 et 49 ans;73000;;;4260.0;;;;974;Réunion;04;La Réunion;REU
2014-T4;2014-10;ABC;Entre 25 et 49 ans;99680;;;-210.0;;;;974;Réunion;04;La Réunion;REU
2018-T1;2018-01;ABC;Entre 25 et 49 ans;100840;;;930.0;;;;974;Réunion;04;La Réunion;REU
2019-T1;2019-01;ABC;Entre 25 et 49 ans;101420;;;-170.0;;;;974;Réunion;04;La Réunion;REU
2004-T1;2004-01;B;Indifférent;4710;;;210.0;;;;974;Réunion;04;La Réunion;REU
2003-T3;2003-07;ABC;Indifférent;107600;53670;53930;-2050.0;10370.0;10590.0;46320.0;974;Réunion;04;La Réunion;REU
2009-T1;2009-01;ABC;Indifférent;98190;47490;50700;4570.0;10980.0;8900.0;38190.0;974;Réunion;04;La Réunion;REU
2018-T1;2018-01;ABC;Indifférent;165320;79910;85410;1930.0;11140.0;10430.0;91420.0;974;Réunion;04;La Réunion;REU
1997-T4;1997-10;ABC;Entre 25 et 49 ans;79860;;;1910.0;;;;974;Réunion;04;La Réunion;REU
1998-T3;1998-07;ABC;Entre 25 et 49 ans;80750;;;820.0;;;;974;Réunion;04;La Réunion;REU
2007-T2;2007-04;ABC;Entre 25 et 49 ans;62570;;;-90.0;;;;974;Réunion;04;La Réunion;REU
2009-T3;2009-07;ABC;Entre 25 et 49 ans;75950;;;2950.0;;;;974;Réunion;04;La Réunion;REU
2015-T1;2015-01;ABC;Entre 25 et 49 ans;99760;;;80.0;;;;974;Réunion;04;La Réunion;REU
2009-T4;2009-10;ABC;Moins de 25 ans;21290;;;1310.0;;;;974;Réunion;04;La Réunion;REU
2010-T1;2010-01;ABC;Moins de 25 ans;22160;;;870.0;;;;974;Réunion;04;La Réunion;REU
2017-T3;2017-07;ABC;Moins de 25 ans;21090;;;-70.0;;;;974;Réunion;04;La Réunion;REU
2019-T3;2019-07;ABC;Moins de 25 ans;20420;;;-340.0;;;;974;Réunion;04;La Réunion;REU
2020-T4;2020-10;ABC;Moins de 25 ans;20300;;;-540.0;;;;974;Réunion;04;La Réunion;REU
2012-T4;2012-10;A;Indifférent;129920;;;3950.0;;;;974;Réunion;04;La Réunion;REU
2014-T3;2014-07;A;Indifférent;135190;;;280.0;;;;974;Réunion;04;La Réunion;REU
1997-T4;1997-10;ABC;Plus de 50 ans;7380;;;150.0;;;;974;Réunion;04;La Réunion;REU
2002-T2;2002-04;ABC;Plus de 50 ans;8570;;;70.0;;;;974;Réunion;04;La Réunion;REU
2004-T4;2004-10;ABC;Plus de 50 ans;8830;;;110.0;;;;974;Réunion;04;La Réunion;REU
2006-T1;2006-01;ABC;Plus de 50 ans;9280;;;100.0;;;;974;Réunion;04;La Réunion;REU
2010-T2;2010-04;ABC;Plus de 50 ans;15530;;;900.0;;;;974;Réunion;04;La Réunion;REU
2011-T3;2011-07;ABC;Plus de 50 ans;20000;;;770.0;;;;974;Réunion;04;La Réunion;REU
2001-T2;2001-04;ABC;Indifférent;119490;58470;61020;950.0;9270.0;8500.0;55420.0;974;Réunion;04;La Réunion;REU
2006-T4;2006-10;ABC;Indifférent;91430;43750;47680;-1360.0;8770.0;9340.0;42730.0;974;Réunion;04;La Réunion;REU
2003-T3;2003-07;C;Indifférent;5870;;;380.0;;;;974;Réunion;04;La Réunion;REU
2006-T4;2006-10;C;Indifférent;5840;;;-20.0;;;;974;Réunion;04;La Réunion;REU
2011-T1;2011-01;C;Indifférent;8140;;;40.0;;;;974;Réunion;04;La Réunion;REU
2017-T2;2017-04;C;Indifférent;14000;;;490.0;;;;974;Réunion;04;La Réunion;REU
2019-T3;2019-07;C;Indifférent;16740;;;-190.0;;;;974;Réunion;04;La Réunion;REU
1999-T3;1999-07;B;Indifférent;2530;;;20.0;;;;974;Réunion;04;La Réunion;REU
2001-T1;2001-01;B;Indifférent;2970;;;100.0;;;;974;Réunion;04;La Réunion;REU
2009-T3;2009-07;B;Indifférent;6050;;;0.0;;;;974;Réunion;04;La Réunion;REU
2013-T3;2013-07;B;Indifférent;9050;;;110.0;;;;974;Réunion;04;La Réunion;REU
2015-T3;2015-07;B;Indifférent;10210;;;320.0;;;;974;Réunion;04;La Réunion;REU
2003-T3;2003-07;D;Indifférent;3590;;;-420.0;;;;974;Réunion;04;La Réunion;REU
2012-T1;2012-01;D;Indifférent;3860;;;330.0;;;;974;Réunion;04;La Réunion;REU
2012-T4;2012-10;D;Indifférent;3130;;;-240.0;;;;974;Réunion;04;La Réunion;REU
2021-T3;2021-07;D;Indifférent;7250;;;50.0;;;;974;Réunion;04;La Réunion;REU
2001-T4;2001-10;E;Indifférent;6410;;;2680.0;;;;974;Réunion;04;La Réunion;REU
2005-T4;2005-10;E;Indifférent;6970;;;-230.0;;;;974;Réunion;04;La Réunion;REU
2007-T1;2007-01;E;Indifférent;6650;;;-570.0;;;;974;Réunion;04;La Réunion;REU
2010-T2;2010-04;E;Indifférent;8760;;;1000.0;;;;974;Réunion;04;La Réunion;REU
